OSEBuildingID,DataYear,BuildingName,BuildingType,Address,ZipCode,Latitude,Longitude,Neighborhood,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,SteamUse(kBtu),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,Neighborhood_BALLARD,Neighborhood_CENTRAL,Neighborhood_DELRIDGE NEIGHBORHOODS,Neighborhood_DOWNTOWN,Neighborhood_EAST,Neighborhood_GREATER DUWAMISH,Neighborhood_LAKE UNION,Neighborhood_MAGNOLIA / QUEEN ANNE,Neighborhood_NORTH,Neighborhood_NORTHEAST,Neighborhood_NORTHWEST,Neighborhood_SHARED: BALLARD &amp; LAKE UNION,Neighborhood_SHARED: BALLARD &amp; NORTHWEST,Neighborhood_SHARED: CENTRAL &amp; EAST,Neighborhood_SHARED: GREATER DUWAMISH &amp; DELRIDGE NEIGHBORHOODS,Neighborhood_SHARED: LAKE UNION &amp; NORTHWEST,Neighborhood_SHARED: NORTH &amp; NORTHWEST,Neighborhood_SOUTHEAST,Neighborhood_SOUTHWEST,Neighborhood_water,Neighborhood_nan,EPAPropertyType_College/University,EPAPropertyType_Distribution Center,EPAPropertyType_Hospital (General Medical & Surgical),EPAPropertyType_Hotel,EPAPropertyType_K-12 School,EPAPropertyType_Laboratory,EPAPropertyType_Manufacturing/Industrial Plant,EPAPropertyType_Medical Office,EPAPropertyType_Mixed Use Property,EPAPropertyType_Multifamily HR (10+),EPAPropertyType_Multifamily Housing,EPAPropertyType_Multifamily LR (1-4),EPAPropertyType_Multifamily MR (5-9),EPAPropertyType_Non-Refrigerated Warehouse,EPAPropertyType_Office,EPAPropertyType_Other,EPAPropertyType_Parking,EPAPropertyType_Refrigerated Warehouse,EPAPropertyType_Residence Hall/Dormitory,EPAPropertyType_Retail Store,EPAPropertyType_Self-Storage Facility,EPAPropertyType_Supermarket/Grocery Store,EPAPropertyType_Worship Facility,ComplianceStatus_Compliant,ComplianceStatus_Contact the Help Desk,ComplianceStatus_Not Compliant,ComplianceIssue_Account Requires Verification,ComplianceIssue_Default Data,ComplianceIssue_Missing EUI or Utility Data,ComplianceIssue_Missing EUI or Utility Data and Account Requires Verification,"ComplianceIssue_Missing EUI, Incomplete Electricity Data","ComplianceIssue_Missing EUI, Incomplete Natural Gas Data",ComplianceIssue_No Issue,ComplianceIssue_Portfolio Manager Not Connected to the City of Seattle,ComplianceIssue_Unknown - Contact the Help Desk,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SteamUse(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,Electricity(kBtu)
21921,2022,SAFEWAY STORE # 488,NonResidential,3020 NE 45TH ST,98105,47.66205,-122.29545,NORTHEAST,1975,1,1,33005,23.0,315.2000122,703.2000122,Supermarket/Grocery Store,0.0,Compliant,No Issue,7441790.0,3583200.0,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.362334730838336,5.903918740817651,-0.07126984701733581,0.23982922743852828,2.6759289560022443,0.4106455477663739
21937,2022,FINI CONDOMINIUM,Multifamily LR (1-4),6801 GREENWOOD AVE N,98103,47.67888,-122.35563,NORTHWEST,2007,4,1,67910,58.0,31.89999962,74.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,1605136.0,559460.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4277800554104808,-0.4032264695194499,-0.07126984701733581,-0.10980427342127949,-0.2913305194306519,-0.2115154264648985
21940,2022,FIRESIDE LANAI CONDOMINIUM,Multifamily LR (1-4),901 5TH AVE N,98109,47.62753,-122.348,MAGNOLIA / QUEEN ANNE,1965,3,1,22208,,28.20000076,78.90000153,Multifamily LR (1-4),0.0,Compliant,No Issue,625875.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5034010125480668,-0.36207547429508685,-0.07126984701733581,-0.1744943454483149,-0.4956336308539005,-0.3159002294336354
21941,2022,FIRST AND BROAD CONDO (ELLINGTON),Multifamily HR (10+),2801 1ST AVE,98121,47.61631,-122.35209,DOWNTOWN,2000,12,1,264239,53.0,56.0,114.5,Multifamily HR (10+),0.0,Compliant,No Issue,6502037.0,4947290.0,1.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06477823033769027,-0.0047642767001294965,-0.07126984701733581,0.3975582524829617,0.04431030647897076,0.3104721192889002
21944,2022,FIRST HILL PLAZA CONDOMINIUM,Multifamily HR (10+),1301 SPRING ST,98104,47.61105,-122.32263,EAST,1982,33,1,231352,11.0,80.40000153,136.1000061,Multifamily HR (10+),0.0,Compliant,No Issue,6836652.0,11759310.0,2.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5634679704359247,0.21203135193320466,-0.07126984701733581,1.185228621141321,0.8177435140098406,0.34614056809405414
21945,2022,FIRST HILL PLAZA RETAIL BUILDING,NonResidential,1314 MADISON ST,98104,47.61074,-122.32259,EAST,1981,1,1,20971,,50.09999847,140.1999969,Other,0.0,Compliant,No Issue,1049815.0,0.0,0.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05580660757542785,0.25318227007469934,-0.07126984701733581,-0.1744943454483149,-0.4567187524875675,-0.27071013877285516
21946,2022,FISCHER STUDIO BUILDING CONDOMINIUM,Multifamily MR (5-9),1519 3RD AVE,98101,47.61019,-122.33859,DOWNTOWN,1913,8,1,43884,91.0,34.0,66.40000153,Multifamily MR (5-9),0.0,Compliant,No Issue,865183.0,808710.0,1.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3848600317202858,-0.48753587210102434,-0.07126984701733581,-0.08098362412957218,-0.038383810049486974,-0.2903910766859588
21950,2022,500 ELLIOTT HOMES CONDOMINIUM,Multifamily MR (5-9),500 ELLIOTT AVE W,98119,47.6239,-122.36437,MAGNOLIA / QUEEN ANNE,2000,5,1,45715,91.0,27.79999924,77.80000305,Multifamily MR (5-9),0.0,Compliant,No Issue,1182804.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.51157628474231,-0.3731159740460249,-0.07126984701733581,-0.1744943454483149,-0.5004979906496921,-0.25653411158295447
21951,2022,507 NORTHGATE,Multifamily MR (5-9),507 NE NORTHGATE WAY,98125,47.70833,-122.32256,NORTH,2008,5,1,614114,37.0,53.90000153,132.0,Multifamily MR (5-9),0.0,Compliant,No Issue,7346418.0,1854960.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02185824568427163,0.170880280228183,-0.07126984701733581,0.03999372520422434,-0.42266823391702607,0.40047932300225647
21954,2022,M.L. KING FAMILY HOUSING,Multifamily LR (1-4),3512 S JUNEAU ST,98118,47.55044,-122.28815,GREATER DUWAMISH,2005,4,1,32038,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.45221454920496e-16,0.0,-0.07126984701733581,-0.1744943454483149,0.0,-9.927478317994231e-17
21955,2022,OFC/RETAIL,NonResidential,3214 W MCGRAW ST,98199,47.63981,-122.39907,MAGNOLIA / QUEEN ANNE,1927,3,1,23910,,52.83051646693396,114.97467933940187,Office,0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",752057.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.45221454920496e-16,0.0,-0.07126984701733581,-0.1744943454483149,-0.49076927105810886,-0.3024497977221701
21958,2022,ELEKTRA CONDOMINIUM,Multifamily HR (10+),1400 HUBBELL PL,98101,47.6122,-122.32976,EAST,1957,16,1,151680,86.0,64.0,96.0,Multifamily HR (10+),0.0,Compliant,No Issue,2499655.0,7207260.0,2.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22828305290422704,-0.190445665452917,-0.07126984701733581,0.6588774211079559,0.8858445511509234,-0.11616373823592628
21964,2022,BALLARD BAPTIST CHURCH,NonResidential,2004 NW 63RD ST,98107,47.67477,-122.38241,BALLARD,1910,2,1,21765,74.0,30.20000076,39.90000153,Worship Facility,0.0,Compliant,No Issue,101835.0,554540.0,1.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4625248069064326,-0.7535119154496118,-0.07126984701733581,-0.1103731704905481,0.11727570341584533,-0.3717605283199761
22025,2022,AROS APTS,Multifamily LR (1-4),2251 NW 59TH ST,98107,47.67144,-122.3868,BALLARD,1977,3,1,24032,,23.5,65.69999695,Multifamily LR (1-4),0.0,Compliant,No Issue,563812.0,0.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5994601113388653,-0.49456170034684654,-0.07126984701733581,-0.1744943454483149,-0.5053623504454838,-0.3225158651289696
22034,2022,NELSON MANOR-LOW INCOME SENIOR,Multifamily LR (1-4),2200 NW 58TH ST,98107,47.67115,-122.38506,BALLARD,1985,4,1,27553,62.0,31.10000038,87.09999847,Multifamily LR (1-4),0.0,Compliant,No Issue,857103.0,0.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4441305221341763,-0.2797734840470972,-0.07126984701733581,-0.1744943454483149,-0.49076927105810886,-0.29125236821905104
22039,2022,TRUE NORTH APARTMENTS,Multifamily MR (5-9),801 DEXTER AVE N,98109,47.62666,-122.34265,MAGNOLIA / QUEEN ANNE,2014,6,1,305537,99.0,31.20000076,62.5,Multifamily MR (5-9),0.0,Compliant,No Issue,5433528.0,4558670.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4420867040856155,-0.5266795315728295,-0.07126984701733581,0.3526223217798793,-0.13080664616952803,0.19657388231701822
22046,2022,NEPTUNE APARTMENTS,Multifamily MR (5-9),912 DEXTER AVE N,98109,47.6276,-122.3421,MAGNOLIA / QUEEN ANNE,2005,6,1,373664,100.0,30.5,45.5,Multifamily MR (5-9),0.0,Compliant,No Issue,1974532.0,5824350.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4563933915931457,-0.6973056725889045,-0.07126984701733581,0.49897224914408433,0.04431030647897076,-0.17213948003443763
22052,2022,SEATTLE UNIVERSITY - Sinegal Center (SINE),NonResidential,901 12TH AVE,98122,47.61041,-122.31804,EAST,2021,2,1,111559,,68.59999847,192.0,College/University,0.0,Compliant,No Issue,7646388.0,10280.0,0.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3222982946096884,0.773090189696683,-0.07126984701733581,-0.17330567433610328,-0.41780387412123443,0.43245477116830416
22058,2022,RIANNA APTS & RETAIL,Multifamily LR (1-4),810 12TH AVE,98122,47.60941,-122.31636,CENTRAL,2000,4,1,209575,49.0,41.90000153,109.1999969,Multifamily LR (1-4),0.0,Compliant,No Issue,5584990.0,688690.0,0.39,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.22339898816553352,-0.05795951648402563,-0.07126984701733581,-0.0948614749941287,-0.3594315565717348,0.21271904793399965
22060,2022,SEATTLE UNIVERSITY - Harding Building (HRDG),NonResidential,1215 E COLUMBIA ST,98122,47.60903,-122.31579,CENTRAL,1920,2,1,21465,,39.5,104.5,College/University,0.0,Compliant,No Issue,773391.0,74150.0,0.32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.27245046620579183,-0.10513259494487949,-0.07126984701733581,-0.1659204190893175,-0.39348207514227623,-0.3001756896074438
22062,2022,SEATTLE UNIVERSITY (MAIN CAMPUS),Campus,901 12TH AVE,98122,47.61041,-122.31804,EAST,1939,2,39,2099379,,75.90000153,142.6000061,College/University,0.0,Compliant,No Issue,58272831.0,64647100.0,2.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4714965077422477,0.2772707587922921,-0.07126984701733581,7.3006165746156055,0.5502037252413006,5.829005106128022
22066,2022,HELEN V,Multifamily LR (1-4),1321 E UNION ST,98122,47.61269,-122.31524,CENTRAL,1909,3,1,24316,28.0,61.0,131.8000031,Multifamily LR (1-4),0.0,Compliant,No Issue,942050.0,540040.0,1.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16696874444177576,0.16887294497746663,-0.07126984701733581,-0.11204979803209175,0.09781826423267878,-0.2821974014044987
22078,2022,IMMACULATE CONCEPTION CHURCH,NonResidential,800 18TH AVE,98122,47.6101,-122.30838,CENTRAL,1901,2,1,26560,,52.83051646693396,114.97467933940187,Worship Facility,0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",220407.0,0.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.45221454920496e-16,0.0,-0.07126984701733581,-0.1744943454483149,-0.5345485092202336,-0.3591212882628217
22095,2022,SEATTLE BOULDERING PROJECT,NonResidential,3535 INTERLAKE AVE N,98103,47.65022,-122.34174,LAKE UNION,1957,2,1,20140,,27.5,61.09999847,Other,0.0,Compliant,No Issue,426012.0,210420.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.517707700055597,-0.5407311114834472,-0.07126984701733581,-0.15016358908337588,-0.23782256167694396,-0.3372047232057152
22107,2022,TEN-O-FIVE APARTMENTS,Multifamily LR (1-4),1005 E ROY ST,98102,47.62517,-122.31919,EAST,1930,3,1,38500,37.0,81.69999695,99.5,Multifamily LR (1-4),0.0,Compliant,No Issue,246787.0,2340590.0,3.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.590037410496476,-0.1553167540672545,-0.07126984701733581,0.09614687230766195,1.3771448905258783,-0.3563092993218598
22110,2022,GAINSBOROUGH CONDOMINIUM,Multifamily HR (10+),1017 MINOR AVE,98104,47.61023,-122.32484,EAST,1930,14,1,90000,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.45221454920496e-16,0.0,-0.07126984701733581,-0.1744943454483149,0.0,-9.927478317994231e-17
22113,2022,GALER GARDENS CONDOMINIUM,Multifamily LR (1-4),1417 QUEEN ANNE AVE N,98109,47.63203,-122.35702,MAGNOLIA / QUEEN ANNE,1996,4,1,46184,22.0,48.40000153,135.6000061,Multifamily LR (1-4),0.0,Compliant,No Issue,1725052.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0905513198302224,0.20701293602096715,-0.07126984701733581,-0.1744943454483149,-0.48104055146652563,-0.19873292207352677
22115,2022,GALLEON APARTMENTS,Multifamily MR (5-9),1221 TAYLOR AVE N,98109,47.63017,-122.34677,MAGNOLIA / QUEEN ANNE,1967,5,1,20598,77.0,33.09999847,92.80000305,Multifamily MR (5-9),0.0,Compliant,No Issue,682451.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4032543555293185,-0.22256349667889994,-0.07126984701733581,-0.1744943454483149,-0.4859049112623173,-0.3098694831742017
22116,2022,GALLERY BELLTOWN,Multifamily HR (10+),2911 2ND AVE,98121,47.61754,-122.35225,DOWNTOWN,2008,13,1,224105,,40.40000153,87.0,Multifamily HR (10+),0.0,Compliant,No Issue,5116154.0,3009520.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.25405614239675917,-0.280777151873192,-0.07126984701733581,0.17349490412592383,-0.1599928049442778,0.16274324629924575
22118,2022,PROVIDENCE GAMELIN HOUSE,Multifamily LR (1-4),4509 MARTIN LUTHER KING JR WAY S,98108,47.56234,-122.29469,GREATER DUWAMISH,2004,4,1,80155,,52.83051646693396,114.97467933940187,Multifamily LR (1-4),0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1457794.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.45221454920496e-16,0.0,-0.07126984701733581,-0.1744943454483149,-0.5150910700370671,-0.22722141867639228
