OSEBuildingID,DataYear,BuildingName,BuildingType,Address,ZipCode,Latitude,Longitude,Neighborhood,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,SteamUse(kBtu),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,GHGIntensityCluster
22339,2022,511 WEST MERCER PLACE,Multifamily MR (5-9),511 W MERCER PL,98119,47.6249,-122.36459,MAGNOLIA / QUEEN ANNE,2003,5,1,28879,,39.40000153,82.19999695,Multifamily MR (5-9),0.0,Compliant,No Issue,562031.0,385680.0,0.78,1
22340,2022,515 FIRST AVENUE WEST CONDOMINIUM,Multifamily LR (1-4),515 1ST AVE W,98119,47.62374,-122.35829,MAGNOLIA / QUEEN ANNE,1997,4,1,20406,,34.90000153,72.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,351225.0,242720.0,0.7,1
22347,2022,FIX BUILDING THE CONDOMINIUM,Multifamily MR (5-9),1507 WESTERN AVE,98101,47.60846,-122.34167,DOWNTOWN,1910,6,1,34909,96.0,20.70000076,57.90000153,Multifamily MR (5-9),0.0,Compliant,No Issue,722092.0,0.0,0.08,0
22351,2022,FLORENTINE CONDOMINIUM,Multifamily MR (5-9),536 1ST AVE S,98104,47.59731,-122.33369,DOWNTOWN,1909,6,1,201656,88.0,23.79999924,66.69999695,Multifamily MR (5-9),0.0,Compliant,No Issue,3988147.0,0.0,0.08,0
22352,2022,FLORERA,Multifamily LR (1-4),413 NE 70TH ST,98115,47.67903,-122.32412,NORTHWEST,2007,4,1,82486,94.0,35.70000076,67.69999695,Multifamily LR (1-4),0.0,Compliant,No Issue,1269382.0,1352960.0,0.93,2
22353,2022,PARKWAY HOUSE,Multifamily LR (1-4),7401 RAINIER AVE S,98118,47.53558,-122.27061,SOUTHEAST,1959,3,1,45201,66.0,34.70000076,97.30000305,Multifamily LR (1-4),0.0,Compliant,No Issue,1570308.0,0.0,0.13,0
22354,2022,THE FONTANELLE,Multifamily LR (1-4),7325 RAINIER AVE S,98118,47.53628,-122.27074,SOUTHEAST,1962,3,1,43330,75.0,28.79999924,80.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,1249652.0,0.0,0.11,0
22356,2022,FORTUNE VIEW CONDOMINIUM,Multifamily LR (1-4),1819 E DENNY WAY,98122,47.6182,-122.30779,SHARED: CENTRAL &amp; EAST,1996,3,1,32112,84.0,35.09999847,75.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,713584.0,414000.0,0.77,1
22361,2022,41ST AVENUE CONDOMINIUM,Multifamily MR (5-9),4752 41ST AVE SW,98116,47.5595,-122.3839,SOUTHWEST,2005,5,1,29888,,52.83051646693396,114.97467933940187,Multifamily MR (5-9),0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",726356.0,0.0,0.09,0
22363,2022,FORTE' CONDOMINIUM,Multifamily LR (1-4),840 NE 125TH ST,98125,47.71965,-122.31877,SHARED: NORTH &amp; NORTHWEST,1988,4,1,47647,60.0,31.79999924,89.0,Multifamily LR (1-4),0.0,Compliant,No Issue,1514418.0,0.0,0.12,0
22371,2022,420 MELROSE CONDOMINIUM,Multifamily HR (10+),420 MELROSE AVE E,98102,47.62272,-122.32742,EAST,1992,10,1,31152,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
22372,2022,1400 TAYLOR CONDOMINIUM,Multifamily LR (1-4),1400 TAYLOR AVE N,98109,47.63162,-122.34582,MAGNOLIA / QUEEN ANNE,1984,3,1,23210,,25.89999962,72.5,Multifamily LR (1-4),0.0,Compliant,No Issue,564278.0,0.0,0.09,0
22390,2022,FREMONT VISTA CONDOMINIUM,Multifamily LR (1-4),3633 FREMONT AVE N,98103,47.65246,-122.35029,LAKE UNION,1979,4,1,27533,55.0,34.90000153,89.40000153,Multifamily LR (1-4),0.0,Compliant,No Issue,830582.0,130000.0,0.37,0
22395,2022,LILAC LODGE,Multifamily LR (1-4),5033 37TH AVE S,98118,47.55609,-122.28651,SOUTHEAST,1969,3,1,30216,56.0,36.29999924,101.5999985,Multifamily LR (1-4),0.0,Compliant,No Issue,1096388.0,0.0,0.14,0
22397,2022,FUJISADA CONDOMINIUM,Multifamily MR (5-9),510 6TH AVE S,98104,47.59802,-122.32599,DOWNTOWN,1999,8,1,35364,74.0,59.29999924,116.0,Multifamily MR (5-9),0.0,Compliant,No Issue,864412.0,805790.0,1.43,2
22414,2022,RUSSELL PARK APARTMENTS,Multifamily LR (1-4),5210 RUSSELL AVE NW,98107,47.66634,-122.38004,BALLARD,1960,4,1,41076,94.0,22.60000038,63.29999924,Multifamily LR (1-4),0.0,Compliant,No Issue,928627.0,0.0,0.09,0
22418,2022,CENTRAL PARK APTS 30 UNITS,Multifamily LR (1-4),1819 NW CENTRAL PL,98107,47.66662,-122.38034,BALLARD,1960,4,1,24948,,27.89999962,78.09999847,Multifamily LR (1-4),0.0,Compliant,No Issue,695774.0,0.0,0.11,0
22420,2022,CENTURYLINK: SUNSET CO,NonResidential,1138 NW 63RD ST,98107,47.67482,-122.37316,BALLARD,1942,2,1,30087,,128.6999969,360.2999878,Other,0.0,Compliant,No Issue,3931931.0,0.0,0.5,0
22438,2022,BALLARD 14 LLC BLDG,NonResidential,1401 NW 50TH ST,98107,47.66458,-122.3743,BALLARD,1975,1,1,40445,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
22440,2022,OFFICE MAX,NonResidential,1135 NW LEARY WAY,98107,47.66318,-122.37283,BALLARD,1996,1,1,23500,,52.83051646693396,114.97467933940187,Retail Store,0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1300331.0,0.0,0.21,0
22441,2022,907 NW BALLARD WAY,NonResidential,907 NW BALLARD WAY,98107,47.6626,-122.36917,BALLARD,1979,2,0,37448,0.0,99.30000305,150.0,Retail Store,0.0,Not Compliant,Default Data,1004438.0,2818330.0,4.1,3
22446,2022,SALTY DOG STUDIO,NonResidential,4602 14TH AVE NW,98107,47.66236,-122.37324,BALLARD,1903,3,1,24913,96.0,5.599999905,14.39999962,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,121674.0,17960.0,0.06,0
22454,2022,GOODWILL BALLARD,NonResidential,6400 8TH AVE NW,98107,47.67518,-122.36549,SHARED: BALLARD &amp; NORTHWEST,1967,1,1,22420,,52.83051646693396,114.97467933940187,Retail Store,0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",706369.0,0.0,0.12,0
22460,2022,GILMANOR APARTMENTS,Multifamily LR (1-4),4051 GILMAN AVE W,98199,47.65661,-122.38781,MAGNOLIA / QUEEN ANNE,1968,4,1,23728,90.0,25.60000038,71.59999847,Multifamily LR (1-4),0.0,Compliant,No Issue,606475.0,0.0,0.1,0
22470,2022,"TEMPO APTS -2305, -2310, -2300",Multifamily LR (1-4),2015 W DRAVUS ST,98199,47.64823,-122.38276,MAGNOLIA / QUEEN ANNE,2007,4,1,42763,83.0,35.09999847,98.19999695,Multifamily LR (1-4),0.0,Compliant,No Issue,1013079.0,0.0,0.13,0
22479,2022,QFC MARKET,NonResidential,3225 16TH AVE W,98119,47.64909,-122.37788,MAGNOLIA / QUEEN ANNE,1961,1,1,25842,59.0,282.7999878,560.4000244,Supermarket/Grocery Store,0.0,Compliant,No Issue,3912523.0,3435760.0,7.64,3
22480,2022,OFFICE & SPORTS CLUB,NonResidential,3257 16TH AVE W,98119,47.65018,-122.37787,MAGNOLIA / QUEEN ANNE,1992,3,1,26389,,24.70000076,69.19999695,Office,0.0,Compliant,No Issue,651849.0,0.0,0.09,0
22482,2022,AXLE,NonResidential,3230 16TH AVE W,98119,47.64978,-122.37713,MAGNOLIA / QUEEN ANNE,2017,8,1,250867,97.0,29.79999924,64.69999695,Multifamily Housing,0.0,Compliant,No Issue,4193140.0,2328870.0,0.76,1
22486,2022,CANAL BUILDING,NonResidential,3600 15TH AVE W,98119,47.65252,-122.37587,MAGNOLIA / QUEEN ANNE,1982,3,1,25859,80.0,35.09999847,78.90000153,Office,0.0,Compliant,No Issue,621481.0,285080.0,0.68,1
22502,2022,COMMODORE,NonResidential,2440 W COMMODORE WAY,98199,47.66238,-122.38831,MAGNOLIA / QUEEN ANNE,1974,1,1,25600,1.0,50.09999847,126.3000031,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,1077564.0,205530.0,0.59,1
22504,2022,MER EQUIPEMENT INC,NonResidential,2400 W COMMODORE WAY,98199,47.66126,-122.38751,MAGNOLIA / QUEEN ANNE,1965,1,1,23169,,22.10000038,61.79999924,Manufacturing/Industrial Plant,0.0,Compliant,No Issue,225281.0,0.0,0.04,0
22509,2022,SALMON BAY LANDING,NonResidential,2320 W COMMODORE WAY,98199,47.66106,-122.38576,MAGNOLIA / QUEEN ANNE,2008,4,1,41784,85.0,36.09999847,101.0,Office,0.0,Compliant,No Issue,1204078.0,0.0,0.14,0
22511,2022,W COMMODORE (combined with 22510),NonResidential,2500 W COMMODORE WAY,98199,47.66206,-122.38948,MAGNOLIA / QUEEN ANNE,1960,1,2,56884,60.0,33.5,53.59999847,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,597763.0,1310630.0,1.26,2
22512,2022,GILMAN'S FAIRWAY CONDOMINIUM,Multifamily MR (5-9),2530 15TH AVE W,98119,47.64154,-122.37565,MAGNOLIA / QUEEN ANNE,2000,6,1,34582,,61.20000076,171.3000031,Multifamily MR (5-9),0.0,Compliant,No Issue,1060355.0,0.0,0.12,0
22517,2022,CROWN POINT APTS,Multifamily LR (1-4),8508 MARY AVE NW,98117,47.69101,-122.37497,BALLARD,1988,3,1,23835,93.0,26.10000038,73.0,Multifamily LR (1-4),0.0,Compliant,No Issue,621431.0,0.0,0.15,0
22521,2022,GARDEN COURT APARTMENTS,Multifamily LR (1-4),119 19TH AVE E,98112,47.61927,-122.30764,SHARED: CENTRAL &amp; EAST,1999,3,1,42260,75.0,28.79999924,80.5,Multifamily LR (1-4),0.0,Compliant,No Issue,883195.0,0.0,0.11,0
22524,2022,LITTLE FIELD,Multifamily LR (1-4),1820 E JOHN ST,98112,47.61994,-122.30765,SHARED: CENTRAL &amp; EAST,1910,3,1,22704,,52.83051646693396,114.97467933940187,Multifamily LR (1-4),0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",230404.0,0.0,0.04,0
22550,2022,GOLFCREST APARTMENTS,Multifamily LR (1-4),2633 14TH AVE W,98119,47.64408,-122.37511,MAGNOLIA / QUEEN ANNE,1963,4,1,28674,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
22553,2022,FOUNTAIN COURT APTS,Multifamily LR (1-4),2516 14TH AVE W,98119,47.64137,-122.37449,MAGNOLIA / QUEEN ANNE,1962,3,1,21240,73.0,28.10000038,78.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,597543.0,0.0,0.11,0
22569,2022,WHARFSIDE POINTE,Multifamily LR (1-4),3814 14TH AVE W,98119,47.65487,-122.37462,MAGNOLIA / QUEEN ANNE,1990,4,1,115575,77.0,37.0,82.59999847,Multifamily LR (1-4),0.0,Compliant,No Issue,2992290.0,1430550.0,0.76,1
22574,2022,NICKERSON BUSINESS CENTER,NonResidential,3837 13TH AVE W,98119,47.65504,-122.37402,MAGNOLIA / QUEEN ANNE,1961,2,1,20022,80.0,29.5,82.69999695,Office,0.0,Compliant,No Issue,613713.0,0.0,0.12,0
22577,2022,WAREHOUSE,NonResidential,1200 W NICKERSON ST,98119,47.65563,-122.37194,MAGNOLIA / QUEEN ANNE,1960,2,1,36498,55.0,28.89999962,66.19999695,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,751870.0,305740.0,0.52,0
22579,2022,WHSE,NonResidential,2601 W COMMODORE WAY,98199,47.66161,-122.39075,MAGNOLIA / QUEEN ANNE,1968,1,1,35946,60.0,12.30000019,24.39999962,Distribution Center,0.0,Compliant,No Issue,235285.0,207420.0,0.33,0
22585,2022,OFFICE BUILDING WITH CARETAKER UNIT,NonResidential,2303 W COMMODORE WAY,98199,47.66006,-122.38631,MAGNOLIA / QUEEN ANNE,2007,4,1,30152,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
22607,2022,SALMON BAY FISHERIES BLDG,NonResidential,4241 21ST AVE W,98199,47.65881,-122.38382,MAGNOLIA / QUEEN ANNE,1979,4,1,22365,74.0,28.89999962,81.0,Office,0.0,Compliant,No Issue,625012.0,0.0,0.11,0
22609,2022,OFFICE BLDG,NonResidential,4209 21ST AVE W,98199,47.65801,-122.3839,MAGNOLIA / QUEEN ANNE,1994,4,1,30172,91.0,18.70000076,52.5,Office,0.0,Compliant,No Issue,565509.0,0.0,0.07,0
22611,2022,GALLAGHER APARTMENTS,Multifamily MR (5-9),1521 NW 54TH ST,98107,47.6677,-122.37717,BALLARD,2008,6,1,75638,91.0,29.60000038,82.80000305,Multifamily MR (5-9),0.0,Compliant,No Issue,1483046.0,0.0,0.11,0
22627,2022,CANAL PLACE,Multifamily LR (1-4),5110 17TH AVE NW,98107,47.66624,-122.37861,BALLARD,1988,3,1,23466,91.0,19.70000076,55.0,Multifamily LR (1-4),0.0,Compliant,No Issue,472105.0,0.0,0.1,0
22632,2022,THE CAMERON,Multifamily MR (5-9),1515 NW 52ND ST,98107,47.66623,-122.37714,BALLARD,1990,5,1,30199,87.0,33.59999847,94.09999847,Multifamily MR (5-9),0.0,Compliant,No Issue,811841.0,0.0,0.13,0
22650,2022,BALLARD HARDWARE,NonResidential,4749 BALLARD AVE NW,98107,47.66353,-122.38064,BALLARD,1927,4,1,42500,98.0,8.5,23.79999924,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,361049.0,0.0,0.03,0
22654,2022,SANBORN BUILDING,NonResidential,5325 BALLARD AVE NW,98107,47.66691,-122.38416,BALLARD,1901,4,1,23032,,56.70000076,158.6999969,Office,0.0,Compliant,No Issue,1201913.0,0.0,0.2,0
22670,2022,BALLARD LANDMARK,Multifamily MR (5-9),5433 LEARY AVE NW,98107,47.66741,-122.38349,BALLARD,2008,6,1,197368,41.0,47.29999924,111.6999969,Multifamily MR (5-9),0.0,Compliant,No Issue,5452478.0,1823740.0,0.77,1
22672,2022,OLYMPIC HEALTH  CLUB,NonResidential,5301 LEARY AVE NW,98107,47.66646,-122.38263,BALLARD,1900,3,1,45750,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1491495.0,0.0,0.14,0
22674,2022,CURTIS BLDG,Multifamily LR (1-4),5227 LEARY AVE NW,98107,47.66621,-122.38194,BALLARD,1911,4,1,30200,,52.83051646693396,114.97467933940187,Other,0.0,Not Compliant,Portfolio Manager Not Connected to the City of Seattle,3589417.256894049,0.0,1.1289082462253193,2
22676,2022,MOX BUILDING,NonResidential,5105 LEARY AVE NW,98107,47.66497,-122.38047,BALLARD,1968,2,1,23500,,46.90000153,99.19999695,Office,0.0,Compliant,No Issue,671653.0,432760.0,1.09,2
22678,2022,HATCH & KIRK,NonResidential,4925 LEARY AVE NW,98107,47.66431,-122.37988,BALLARD,1966,1,1,22282,73.0,17.79999924,44.0,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,330443.0,75580.0,0.24,0
22679,2022,BALLARD MINI STG,NonResidential,4714 BALLARD AVE NW,98107,47.66351,-122.37961,BALLARD,1902,2,1,24000,,26.10000038,39.5,Self-Storage Facility,0.0,Compliant,No Issue,159149.0,447060.0,1.01,2
22681,2022,LESLEY MANOR,Multifamily LR (1-4),5209 RUSSELL AVE NW,98107,47.66624,-122.38062,BALLARD,1964,4,1,36000,89.0,25.5,71.40000153,Multifamily LR (1-4),0.0,Compliant,No Issue,827919.0,0.0,0.1,0
22684,2022,PAC MED AND APTS,NonResidential,1903 NW MARKET ST,98107,47.66852,-122.38175,BALLARD,1909,3,1,27085,,52.83051646693396,114.97467933940187,Mixed Use Property,0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",942790.0,0.0,0.13,0
22739,2022,GREENHOUSE CONDOMINIUM,Multifamily LR (1-4),2210 NE 92ND ST,98115,47.69639,-122.30507,NORTHEAST,1979,4,1,75154,86.0,25.10000038,67.09999847,Multifamily LR (1-4),0.0,Compliant,No Issue,1750711.0,137260.0,0.19,0
22742,2022,GREENLAKE NORTHWEST CONDOMINIUM,Multifamily LR (1-4),734 N 94TH ST,98103,47.69724,-122.34847,NORTHWEST,1987,3,1,24156,92.0,25.89999962,72.59999847,Multifamily LR (1-4),0.0,Compliant,No Issue,531143.0,0.0,0.08,0
22746,2022,GREENTREE VILLAGE CONDOMINIUM,Multifamily LR (1-4),13735 15TH AVE NE,98125,47.72958,-122.31321,SHARED: NORTH &amp; NORTHWEST,1975,3,1,79963,32.0,29.60000038,82.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,2163504.0,0.0,0.1,0
22748,2022,GREENWOOD ARMS CONDOMINIUM,Multifamily LR (1-4),9255 GREENWOOD AVE N,98103,47.69757,-122.35576,NORTHWEST,1979,3,1,20448,92.0,22.60000038,63.29999924,Multifamily LR (1-4),0.0,Compliant,No Issue,462606.0,0.0,0.09,0
22749,2022,SALVATION ARMY: SILVERCREST,Multifamily LR (1-4),9543 GREENWOOD AVE N,98103,47.6992,-122.35582,NORTHWEST,1994,3,1,46439,71.0,33.29999924,77.30000305,Multifamily LR (1-4),0.0,Compliant,No Issue,1125205.0,420020.0,0.57,1
22753,2022,ASHFORD APARTMENTS,Multifamily LR (1-4),12726 GREENWOOD AVE N,98133,47.72251,-122.3551,NORTHWEST,1988,4,1,57693,98.0,22.29999924,62.29999924,Multifamily LR (1-4),0.0,Not Compliant,Account Requires Verification,1283755.0,0.0,0.11,0
22759,2022,GREENWOOD COURT MANOR,Multifamily LR (1-4),13543 GREENWOOD AVE N,98133,47.72786,-122.35586,NORTHWEST,1995,3,1,26040,,36.5,102.1999969,Multifamily LR (1-4),0.0,Compliant,No Issue,905097.0,0.0,0.13,0
22801,2022,MEADOWBROOK COMMUNITY CENTER POOL,Nonresidential COS,10700 30TH AVE NE,98125,47.70544,-122.2918,NORTH,1996,2,1,29258,,233.8999939,347.5,Other - Recreation,0.0,Compliant,No Issue,2016508.0,6085530.0,11.31,3
22804,2022,LAKE CITY PROFESSIONAL CENTER,NonResidential,2611 NE 125TH ST,98125,47.719,-122.29966,NORTH,1931,2,1,37500,80.0,42.29999924,92.5,Office,0.0,Compliant,No Issue,1091091.0,588410.0,0.94,2
22805,2022,PARK MEADOW APTS,Multifamily LR (1-4),10550 LAKE CITY WAY NE,98125,47.70647,-122.30126,NORTH,1990,3,1,28392,,42.40000153,118.6999969,Multifamily LR (1-4),0.0,Compliant,No Issue,1152607.0,0.0,0.26,0
22808,2022,MTN VIEW ESTATES,Multifamily LR (1-4),10522 LAKE CITY WAY NE,98125,47.70578,-122.30106,NORTH,1983,3,1,39187,,28.29999924,79.09999847,Multifamily LR (1-4),0.0,Compliant,No Issue,1024481.0,0.0,0.11,0
22810,2022,LAKESIDE SCHOOL,NonResidential,14050 1ST AVE NE,98125,47.73143,-122.32784,NORTHWEST,1930,3,1,23983,60.0,64.59999847,110.3000031,K-12 School,0.0,Compliant,No Issue,581936.0,967640.0,2.24,3
22818,2022,WAREHOUSE,NonResidential,4835 W MARGINAL WAY SW,98106,47.55832,-122.35239,DELRIDGE NEIGHBORHOODS,1980,1,1,24100,,41.0,67.5,Mixed Use Property,0.0,Compliant,No Issue,337036.0,651120.0,1.49,3
22830,2022,SUMMIT ATLAS CHARTER SCHOOL,NonResidential,9601 35TH AVE SW,98126,47.51709,-122.37797,SOUTHWEST,1971,1,1,23772,93.0,20.70000076,58.0,K-12 School,0.0,Compliant,No Issue,986428.0,0.0,0.16,0
22831,2022,GRAHAM TERRACE VIEW CONDOMINIUM,Multifamily LR (1-4),6055 35TH AVE SW,98126,47.54685,-122.37676,SOUTHWEST,1979,3,1,24371,56.0,31.60000038,88.59999847,Multifamily LR (1-4),0.0,Compliant,No Issue,770883.0,0.0,0.12,0
22834,2022,UCDS SCHOOL,NonResidential,5040 9TH AVE NE,98105,47.66631,-122.3178,NORTHEAST,2004,2,3,31343,,52.83051646693396,114.97467933940187,K-12 School,0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",1793251.0,0.0,0.22,0
22836,2022,GRANADA CONDOMINIUM,Multifamily LR (1-4),5025 CALIFORNIA AVE SW,98136,47.55667,-122.3874,SOUTHWEST,1980,4,1,34142,95.0,20.70000076,58.09999847,Multifamily LR (1-4),0.0,Compliant,No Issue,707894.0,0.0,0.08,0
22838,2022,GRANDE THE CONDOMINIUM,Multifamily MR (5-9),601 W MERCER PL,98119,47.62531,-122.36513,MAGNOLIA / QUEEN ANNE,1995,5,1,32927,95.0,35.5,67.59999847,Multifamily MR (5-9),0.0,Compliant,No Issue,563820.0,589850.0,1.03,2
22839,2022,GRANDVIEW CONDOMINIUM,Multifamily HR (10+),2201 3RD AVE,98121,47.61388,-122.34405,DOWNTOWN,1979,27,1,117069,,30.20000076,84.40000153,Multifamily HR (10+),0.0,Compliant,No Issue,5138823.0,0.0,0.17,0
22840,2022,GRANDVIEW PLAZA CONDOMINIUM,Multifamily MR (5-9),4528 8TH AVE NE,98105,47.66206,-122.31924,NORTHEAST,1996,6,1,30713,,52.83051646693396,114.97467933940187,Multifamily MR (5-9),0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",569584.0,0.0,0.07,0
22850,2022,GREEN LAKE CONDOMINIUM,Multifamily MR (5-9),7020 WOODLAWN AVE NE,98115,47.67946,-122.32427,NORTHWEST,2003,6,1,125774,,42.79999924,90.90000153,Multifamily MR (5-9),0.0,Compliant,No Issue,2633593.0,1647710.0,0.78,1
22860,2022,LAKESIDE PLAZA,NonResidential,7900 E GREEN LAKE DR N,98103,47.68582,-122.33709,NORTHWEST,1996,3,1,55912,,63.70000076,178.3999939,Mixed Use Property,0.0,Compliant,No Issue,2106166.0,0.0,0.24,0
22863,2022,MAX PERFORMANCE,NonResidential,4220 22ND AVE W,98199,47.65843,-122.38435,MAGNOLIA / QUEEN ANNE,1957,2,1,20294,,69.19999695,107.1999969,Manufacturing/Industrial Plant,0.0,Compliant,No Issue,434455.0,1088340.0,2.93,3
22866,2022,FISHERMAN'S COMMERCE BLDG,NonResidential,4037 21ST AVE W,98199,47.65708,-122.38383,MAGNOLIA / QUEEN ANNE,1983,4,1,40571,73.0,42.0,117.5,Office,0.0,Compliant,No Issue,1007297.0,0.0,0.13,0
22867,2022,ICICLE COURT OFFICE BLDG,NonResidential,4019 21ST AVE W,98199,47.65649,-122.38383,MAGNOLIA / QUEEN ANNE,1983,4,1,41707,83.0,33.0,91.80000305,Office,0.0,Compliant,No Issue,1362394.0,14360.0,0.23,0
22881,2022,INTERBAY BUILDING (OFFICE & WAREHOUSE),NonResidential,3401 THORNDYKE AVE W,98119,47.65118,-122.37875,MAGNOLIA / QUEEN ANNE,1960,2,1,57644,,8.399999619,8.800000191,Mixed Use Property,0.0,Not Compliant,"Missing EUI, Incomplete Electricity Data",0.0,475560.0,0.44,0
22883,2022,KELLER SUPPLY,NonResidential,3209 17TH AVE W,98119,47.64913,-122.37929,MAGNOLIA / QUEEN ANNE,1955,2,1,39497,17.0,44.29999924,105.6999969,Non-Refrigerated Warehouse,0.0,Compliant,No Issue,1336874.0,411270.0,0.68,1
22894,2022,LYONS GATE APARTMENTS,Multifamily LR (1-4),2632 21ST AVE W,98199,47.64393,-122.38313,MAGNOLIA / QUEEN ANNE,2001,3,1,69881,93.0,23.10000038,56.90000153,Multifamily LR (1-4),0.0,Compliant,No Issue,1305084.0,306840.0,0.3,0
22896,2022,AIRE APARTMENTS,Multifamily MR (5-9),2572 GILMAN DR W,98119,47.64271,-122.3755,MAGNOLIA / QUEEN ANNE,1991,5,1,48632,100.0,24.29999924,68.19999695,Multifamily MR (5-9),0.0,Compliant,No Issue,773132.0,0.0,0.09,0
22899,2022,RALEIGH HOUSE,Multifamily LR (1-4),2501 14TH AVE W,98119,47.64104,-122.37539,MAGNOLIA / QUEEN ANNE,1963,3,1,21094,70.0,33.20000076,93.0,Multifamily LR (1-4),0.0,Compliant,No Issue,700566.0,0.0,0.13,0
22902,2022,MAGNOLIA COURT,Multifamily MR (5-9),2207 W RAYE ST,98199,47.64274,-122.38516,MAGNOLIA / QUEEN ANNE,1988,7,1,28799,99.0,26.5,74.30000305,Multifamily MR (5-9),0.0,Compliant,No Issue,602244.0,0.0,0.1,0
22919,2022,GREENWOOD PLAZA CONDOMINIUM,Multifamily LR (1-4),9750 GREENWOOD AVE N,98103,47.7012,-122.35506,NORTHWEST,1992,4,1,34813,94.0,30.0,84.0,Multifamily LR (1-4),0.0,Compliant,No Issue,837041.0,0.0,0.09,0
22929,2022,MALABAR APT,Multifamily LR (1-4),170 MELROSE AVE E,98102,47.62037,-122.32768,EAST,1961,4,1,23727,74.0,33.59999847,94.0,Multifamily LR (1-4),0.0,Compliant,No Issue,796706.0,0.0,0.13,0
22930,2022,THE HAWAIIAN APARTMENT,Multifamily LR (1-4),235 BELLEVUE AVE E,98102,47.62037,-122.32705,EAST,1959,4,1,22992,65.0,31.20000076,87.30000305,Multifamily LR (1-4),0.0,Compliant,No Issue,716662.0,0.0,0.12,0
22932,2022,VIEWMONT APT,Multifamily LR (1-4),219 BELLEVUE AVE E,98102,47.62017,-122.3272,EAST,1958,3,1,27852,83.0,32.5,91.09999847,Multifamily LR (1-4),0.0,Compliant,No Issue,905708.0,0.0,0.12,0
22934,2022,CHARDONNAY APARTMENTS,Multifamily LR (1-4),203 BELLEVUE AVE E,98102,47.61967,-122.327,EAST,1906,3,1,24560,,52.83051646693396,114.97467933940187,Multifamily LR (1-4),0.0,Not Compliant,"Missing EUI, Incomplete Natural Gas Data",561452.0,0.0,0.09,0
22936,2022,SEATTLE ASIAN ART MUSEUM (VOLUNTEER PARK),Nonresidential COS,1400 E PROSPECT ST,98112,47.6303,-122.3142,EAST,1932,1,1,53776,,112.0,299.0,Museum,0.0,Compliant,No Issue,7056350.0,567030.0,1.06,2
22938,2022,JENSEN BLOCK APARTMENTS,Multifamily LR (1-4),603 EASTLAKE AVE E,98109,47.62463,-122.32953,LAKE UNION,1908,3,1,29970,64.0,44.20000076,85.80000305,Multifamily LR (1-4),0.0,Compliant,No Issue,673870.0,650610.0,1.24,2
22940,2022,MERIDIAN NORTH OFFICE BUILDING,NonResidential,10740 MERIDIAN AVE N,98133,47.70793,-122.33316,NORTHWEST,1982,2,1,27574,66.0,41.70000076,116.6999969,Office,0.0,Compliant,No Issue,1149167.0,0.0,0.16,0
22941,2022,GALLERIA,Multifamily LR (1-4),10500 MERIDIAN AVE N,98133,47.70549,-122.3336,NORTHWEST,1968,4,1,227233,92.0,24.70000076,69.0,Multifamily LR (1-4),0.0,Compliant,No Issue,4921486.0,15760.0,0.09,0
22943,2022,NORTH COURT APTS,Multifamily LR (1-4),2237 N 106TH ST,98133,47.70552,-122.33074,NORTHWEST,1986,4,1,123841,72.0,34.59999847,92.40000153,Multifamily LR (1-4),0.0,Compliant,No Issue,2609350.0,208890.0,0.26,0
